num_users,k_clusters,total_checkins,global_acc_1_spec,global_hit_k_spec,global_acc_1_lvl1,global_hit_k_lvl1,cluster_acc_1_spec,cluster_hit_k_spec,cluster_acc_1_lvl1,cluster_hit_k_lvl1,fsq_cat_hit_rate_at_3,fsq_poi_hit_rate_at_3,fsq_poi_hit_rate_at_9
100,20,12279,18.729641693811075,31.636807817589574,51.26221498371335,84.69055374592834,22.475570032573287,35.586319218241044,58.34690553745928,86.2785016286645,0.0,0.0,0.0
150,20,18650,17.721179624664877,28.820375335120644,49.624664879356565,85.63002680965147,21.715817694369974,32.5201072386059,56.86327077747989,86.8632707774799,0.0,0.0,0.0
200,20,24876,17.142282958199356,29.521704180064308,49.979903536977496,84.44533762057877,20.940514469453376,32.19453376205787,56.18971061093247,88.30385852090032,0.0,0.0,0.0
300,20,37547,17.163781624500665,28.575233022636485,49.78695073235686,85.93874833555259,21.677762982689746,33.10252996005326,57.030625832223706,88.98801597869507,0.0,0.0,0.0
400,20,50869,17.357971299390602,30.656575584824065,50.84529192058187,85.68901120503244,21.869471201100847,33.14330646746609,57.725574995085516,89.78769412227246,0.0,0.0,0.0
600,20,75312,17.519750381730066,30.29277036446923,50.594171147845714,84.50507866958773,22.445727942640907,34.23620792670783,58.29516032662816,90.23434906725088,0.0,0.0,0.0
800,20,100833,17.136906827986316,29.622650865274952,49.86363861754351,84.40025784697774,21.91203451182625,33.941587742351366,57.251946248822335,90.57370952546239,0.0,0.0,0.0
1000,20,126477,16.555977229601517,29.202245414294747,50.20556609740671,84.51929158760278,21.754427577482605,33.50332068311195,56.94180898165718,90.57558507273878,0.0,0.0,0.0
1083,20,137732,16.55352669982212,28.75086216284895,49.94010237049407,84.65894652775256,21.359857697752933,33.23410897738411,57.0334337677424,90.69590155007805,0.0,0.0,0.0
40,40,5715,18.022747156605423,28.346456692913385,50.743657042869636,87.66404199475065,19.597550306211723,27.20909886264217,44.794400699912515,79.79002624671917,0.0,0.0,0.0
50,40,6789,17.15758468335788,28.12960235640648,53.46097201767305,87.11340206185567,20.103092783505154,30.85419734904271,52.0618556701031,81.51693667157585,0.0,0.0,0.0
